record_id,occurence_month,ncic,total_number_of_victims,total_number_of_individual_victims,suspects_race_as_a_group,total_number_of_suspects,most_serious_ucr,most_serious_ucr_type,most_serious_location,most_serious_bias,most_serious_bias_type,most_serious_victim_type,weapon_type,offensive_act,is_multiple_bias,total_number_of_individual_victims_adult,total_number_of_individual_victims_juvenile,total_number_of_suspects_adult,total_number_of_suspects_juvenile,suspects_ethnicity_as_a_group,data_loaded_at
CA00-0000026026,4/1/2012,3801,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026027,4/1/2012,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Restaurant,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026047,4/1/2012,3801,2,2,White,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,,,,,,11/15/2023 11:01
CA00-0000026103,4/1/2012,3801,2,2,White,6,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026104,4/1/2012,3801,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026152,5/1/2012,3801,4,4,White,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026204,6/1/2012,3801,1,1,Hispanic,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026205,6/1/2012,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026206,5/1/2012,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000026291,6/1/2012,3801,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026301,6/1/2012,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Government/Public Building,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000026370,7/1/2012,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian,Sexual Orientation,Person,,Annoying telephone calls/fax,,,,,,,11/15/2023 11:01
CA00-0000026400,5/1/2012,3801,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026431,8/1/2012,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026432,7/1/2012,3801,1,1,Hispanic,4,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026445,9/1/2012,3801,1,1,White,1,Simple Assault,Violent Crimes,Hotel/Motel/etc.,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026449,8/1/2012,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000026515,9/1/2012,3801,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026518,9/1/2012,3801,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026609,10/1/2012,3801,1,1,Asian/Pacific Islander,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026610,10/1/2012,3801,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026611,10/1/2012,3801,1,1,Hispanic,1,Simple Assault,Violent Crimes,Government/Public Building,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026622,10/1/2012,3801,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026658,10/1/2012,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026659,9/1/2012,3801,1,1,Hispanic,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026708,11/1/2012,3801,1,1,Black or African American,1,Robbery,Violent Crimes,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026718,10/1/2012,3801,1,1,White,2,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026719,12/1/2012,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Hotel/Motel/etc.,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026732,11/1/2012,3801,1,1,Hispanic,1,Simple Assault,Violent Crimes,School-College/University,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026742,12/1/2012,3801,1,1,Hispanic,1,Intimidation,Violent Crimes,Industrial Site,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026743,12/1/2012,3801,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026821,1/1/2013,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000026864,1/1/2013,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027015,3/1/2013,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027016,4/1/2013,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027091,4/1/2013,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027092,4/1/2013,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Park/Playground,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027093,4/1/2013,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000027094,2/1/2013,3801,1,1,White,1,Simple Assault,Violent Crimes,Bar/Night Club,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027133,5/1/2013,3801,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027134,6/1/2013,3801,1,1,Hispanic,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027135,5/1/2013,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027136,6/1/2013,3801,1,1,Black or African American,5,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027137,5/1/2013,3801,1,1,Unknown,1,Intimidation,Violent Crimes,Restaurant,Anti-Asian,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027200,6/1/2013,3801,1,1,Hispanic,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027233,7/1/2013,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027236,5/1/2013,3801,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027241,7/1/2013,3801,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000027287,7/1/2013,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000027288,7/1/2013,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Convenience Store,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027289,7/1/2013,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Ropes or garrote strangulation or hanging,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000027381,8/1/2013,3801,1,1,White,3,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027468,9/1/2013,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027469,8/1/2013,3801,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027636,11/1/2013,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027657,12/1/2013,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027721,1/1/2014,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027722,12/1/2013,3801,1,1,White,1,Aggravated Assault,Violent Crimes,School-College/University,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027747,10/1/2013,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Jewish,Religion,Government,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000027748,2/1/2014,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000027789,2/1/2014,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Asian,Race/Ethnicity/Ancestry,Government,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000027812,3/1/2014,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000027813,2/1/2014,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Government,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000027814,3/1/2014,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000027847,4/1/2014,3801,1,1,White,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028026,6/1/2014,3801,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028034,5/1/2014,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000028071,6/1/2014,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Religious,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000028072,6/1/2014,3801,2,2,Group of Multiple Races,5,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028127,7/1/2014,3801,1,1,White,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Arab,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028182,7/1/2014,3801,2,2,Hispanic,1,Intimidation,Violent Crimes,Restaurant,Anti-Lesbian,Sexual Orientation,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028263,9/1/2014,3801,1,1,Asian/Pacific Islander,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Threatening letters/flyers/email,,,,,,,11/15/2023 11:01
CA00-0000028272,8/1/2014,3801,1,1,Black or African American,8,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028290,9/1/2014,3801,1,1,Hispanic,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028347,10/1/2014,3801,2,2,White,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028382,10/1/2014,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028440,11/1/2014,3801,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028459,11/1/2014,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Restaurant,Anti-Islamic (Muslim),Religion,Business,"Arson, fire",Other,,,,,,,11/15/2023 11:01
CA00-0000028541,1/1/2015,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028542,1/1/2014,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000028543,1/1/2015,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028557,12/1/2014,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Other,"Arson, fire",Other,,,,,,,11/15/2023 11:01
CA00-0000028561,1/1/2015,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Catholic,Religion,Religious,,Graffiti,,,,,,,11/15/2023 11:01
CA00-0000028571,1/1/2015,3801,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028594,2/1/2015,3801,1,1,Black or African American,10,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,10,0,,11/15/2023 11:01
CA00-0000028620,2/1/2015,3801,2,2,Black or African American,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,2,0,2,0,,11/15/2023 11:01
CA00-0000028657,3/1/2015,3801,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028672,2/1/2015,3801,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028815,4/1/2015,3801,1,1,Asian/Pacific Islander,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028816,4/1/2015,3801,1,1,Hispanic,5,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
CA00-0000028817,4/1/2015,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Damage to vehicle,,1,0,0,0,Unknown,11/15/2023 11:01
CA00-0000028838,5/1/2015,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Multiple Religions (Group),Religion,Other,,Graffiti,,0,0,0,0,Unknown,11/15/2023 11:01
CA00-0000028839,5/1/2015,3801,1,1,White,1,Aggravated Assault,Violent Crimes,Other/Unknown,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,,,,,,11/15/2023 11:01
